Proposal,Beamline,Experiment start,Experiment end,User Affiliation,Department,Overall,Scientific support,Technical support,Beamline hardware,Beamline software,Machine operation,DUO,Experiment comments,Infrastructure comment,Overall comments,Remarks,Report submitted
20130099,I311-XPS,09/09/2013,16/09/2013,University of Nottingham,School of Physics and Astronomy,5,5,5,4,5,4,5,On this occasion there were problems with the PLCs so there were injection problems and issues with moving undulators etc.,,Despite losing a couple of days of light we measured all the data that we came for so it was very successful in the end.,,24/09/2013
0,Nuclear-Physics,09/11/2013,17/11/2013,Stockholm University,"Department of Physics, Nuclear Physics",4,4,4,4,5,4,4,,,,"-security camera at loading zone
(remind: stolen backpack out of car)",25/11/2013
20130113,I711,09/12/2013,16/12/2013,Aarhus University,Department of Chemistry,2,1,4,1,2,3,3,"lost almost 2 days of beamtime due to all sorts of problems with, vacuum, cooling, software bugs and ion chamber problems. Alignment of collimation and beam stop is also quite troublesome. The staff was helpfull but reparations took a long time.",,Lost a lot of time due to all sorts of hardware issues and also the poor beamstop and collimator alignement was troublesome...,,18/12/2013
0,D1011,09/12/2013,16/12/2013,Karlstad University,Department of Physics,4,5,5,5,4,5,5,The total intensity of the beam could not be displayed using the XPS.,,,,03/01/2014
20130114,I411,09/12/2013,16/12/2013,University of Oulu,Department of Physics,5,5,5,4,4,5,5,,,,,18/02/2014
20120146,I511-1,10/03/2013,18/03/2013,Aarhus University,Interdisciplinary Nanoscience Center (iNANO),3,4,5,3,3,5,4,Endstation was 1 week from being moved - so it is understandable that some things were not functioning optimally but working with some imperfections. ,,"We more or less managed to do the experiments we had planned - the results are, however still unclear. ",,02/04/2013
20120283,D1011,10/03/2013,19/03/2013,University of Bremen,Institute of Applied and Physical Chemistry,4,5,4,4,4,5,5,,,,,19/03/2013
20120253,I411,10/06/2013,17/06/2013,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",1,1,1,5,5,5,5,The manipulator in the end station didn't work well. We should be informed before our experiment.,,"Experiment was not successful.

There was a problem of the manipulator at the end station two weeks ago before our beamtime. During our experimental time, the manipulator cannot be moved vertically, which is critical for the alignment of sample to the incident beam. We tried several days with different methods, i.e., tuning analyzer lens voltage, inserting pieces of metal with different thicknesses between sample and holder, and so on, but we failed to resolve the problem. We can get some photoelectron signal in SCIENTA, but the intensity is more than two orders of magnitude lower than normal operation, the resolution is more than twice worse even with very small beam slit. On June 14 afternoon, there was technical staffs to check the manipulator, but they only had chance on June 17 to remove the manipulator to examine the problem. Therefore, there was nothing we can do, we had to cut our time short and left on June 14 evening.",,25/06/2013
20120082,I1011,10/06/2013,17/06/2013,Lund University,"Department of Physics, Atomic Physics",4,4,4,4,2,4,4,,,,,25/06/2013
20120117,I3,10/06/2013,17/06/2013,Royal Institute of Technology (KTH),Department of Material Physics,3,4,4,2,3,4,0,,,,,25/06/2013
20130218,I411,10/09/2013,16/09/2013,University of Oulu,Department of Physics,1,3,3,4,2,1,5,Repeated network problems caused some downtime of the measurements.,,"See above comment. Also, some bad luck with our own equipment.",,01/10/2013
20130012,MX,10/09/2013,10/09/2013,University of Copenhagen,Department of Drug Design and Pharmacology,5,5,3,3,3,4,5,"Robot did not work during our stay
First frame was white upon test of crystals",,,,10/09/2013
20130218,I411,10/09/2013,16/09/2013,University of Oulu,Department of Physics,2,5,5,2,2,2,5,The beamtime was full of network troubles. About 12 hours was lost due to nonworking internet and about 3 days was lost due to PLC/network issues that prevented changing photon energy and opening the beamline. ,,Because of the network problems we were not able to collect all the data that was planned for the week.,,25/09/2013
20130202,I911-4,10/09/2013,11/09/2013,Malmö University,"Faculty of Health and Society, Biomedical Science",4,5,5,4,4,4,5,,,Faster temp control would enable more measurements,,30/09/2013
20130202,I911-4,10/09/2013,11/09/2013,Malmö University,"Faculty of Health and Society, Biomedical Science",4,4,4,5,5,5,5,,,,,23/09/2013
20130202,I911-4,10/09/2013,11/09/2013,Malmö University,Faculty of Health and Society,4,4,4,4,4,4,4,,,,,30/09/2013
0,MX,10/10/2013,10/10/2013,SARomics Biostructures AB,,5,5,5,5,5,5,5,Everything worked well!,,,,11/10/2013
20130095,I811,10/10/2013,14/10/2013,Chalmers University of Technology,"Department of Chemical and Biological Engineering, Applied Surface Chemistry",5,5,5,5,5,5,5,,,,,19/03/2014
20130095,I811,10/10/2013,14/10/2013,Chalmers University of Technology,"Department of Chemical and Biological Engineering, Applied Surface Chemistry",4,4,4,4,3,3,4,,,,,22/10/2013
0,D7,10/12/2013,16/12/2013,Lund University,Department of Experimental Medical Science,4,5,5,5,5,5,5,excellent scientific and technical support,,,,10/03/2014
20130114,I411,10/12/2013,16/12/2013,University of Oulu,Department of Physics,3,3,2,2,2,4,4,,,,,19/12/2013
20120225,I3,11/01/2013,22/01/2013,University of Tartu,Institute of Physics,4,3,5,4,1,4,4,Bugs in bealmine monochromator control software caused big torubles in alignment ,,,,28/01/2013
20120225,I3,11/01/2013,29/01/2013,University of Tartu,Institute of Physics,4,5,5,5,4,5,5,,,"Some measurements didn't succeed due to limitiations of our own equipment, also there was no time to troubleshoot the time-correlated measurements.
",,08/02/2013
20120225,I3,11/01/2013,22/01/2013,University of Tartu,Institute of Physics,4,5,5,4,4,4,5,,,,,31/01/2013
20120046,I3,11/02/2013,18/02/2013,Boston University,Department of Physics,2,4,4,3,4,4,4,Difficulties with new manipulator (no heating capabilities).,,No heating capabilities on sample compromised original plan.,,19/03/2013
0,I311-XPS,11/02/2013,18/02/2013,Karlstad University,Department of Physics,5,4,5,5,4,5,4,,,,,25/02/2013
20120021,I411,11/02/2013,19/02/2013,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",4,5,5,3,4,4,4,,,,,27/02/2013
20120146,I511-1,11/03/2013,17/03/2013,Aarhus University,Interdisciplinary Nanoscience Center (iNANO),5,5,5,5,5,5,5,"We had the dedicated/warm support from all end station staff, specially Ashley Head which we would like to acknowledge.",,,,25/03/2013
20120283,D1011,11/03/2013,25/03/2013,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",2,5,5,4,5,5,5,,,,,02/04/2013
20120040,I4,11/03/2013,25/03/2013,Universite de Cergy-Pontoise,Laboratoire de Physique des Materiaux et des Surfaces,5,5,5,5,5,4,5,,,,,02/04/2013
20120111,I411,11/03/2013,17/03/2013,University of Oulu,Department of Physics,4,5,5,4,5,5,5,,,,,18/03/2013
20120024,I811,11/04/2013,15/04/2013,Umeå University,Department of Chemistry,4,4,5,3,4,4,5,Only possible to measure in quick scan mode,,,,23/04/2013
20110267,MX,11/04/2013,12/04/2013,University of Copenhagen,Department of Drug Design and Pharmacology,4,5,5,4,5,2,5,,,,,12/04/2013
20110278,MX,11/05/2013,12/05/2013,Aarhus University,"Center for Structural Biology, Department of Molecular Biology",3,4,5,4,4,4,5,,,,,21/05/2013
20120394,I711,11/06/2013,17/06/2013,Polish Academy of Science,Institute of Physics,4,5,5,5,5,5,5,,,,,24/06/2013
20120394,I711,11/06/2013,17/06/2013,Polish Academy of Science,Institute of Physics,4,3,3,5,4,5,5,,,,,02/07/2013
0,MX,11/09/2013,12/09/2013,Novo Nordisk A/S,,5,5,5,5,5,5,5,,,,,21/09/2013
20130038,I911-4,11/10/2013,12/10/2013,Lund University,"Department of Chemistry, Physical Chemistry",4,5,5,5,3,5,5,,,,,21/10/2013
20130038,I911-4,11/10/2013,12/10/2013,Malmö University,Faculty of Health and Society,0,0,0,0,0,0,0,,,,,06/10/2014
20130166,I411,11/11/2013,18/11/2013,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",2,5,5,5,5,5,5,,,"The central rod of the manipulator was too short during our bamtime because one spacer was mounted at the top of manipulator. Unfortunately, we were not informed and only found it after baking out. It is too late to vent the chamber. We tried to insert one extension part between the sample holder and the central rod with the risk of sample losing. It is still short, we had to move the manipulator to the maximal limit position to get spectrum. Due to the difficulties of sample transfer and the limit of manipulator position, we only got very little of data.",The status of the end-station before experiment and the requirement of the experiment.,26/11/2013
0,MX,11/12/2013,11/12/2013,SARomics Biostructures AB,,5,1,5,3,3,5,5,Small things in software could be better.,,,,12/12/2013
0,MX,11/12/2013,11/12/2013,SARomics Biostructures AB,,4,4,4,4,4,4,4,,,,,11/12/2013
20120355,I911-4,12/02/2013,13/02/2013,Malmö University,Faculty of Health and Society,4,5,5,4,4,4,3,,,,,20/02/2013
20120355,I911-4,12/02/2013,13/02/2013,Lund University,"Department of Chemistry, Physical Chemistry",5,5,5,5,3,5,5,,,,,25/02/2013
20120305,I711,12/03/2013,18/03/2013,Aarhus University,Department of Chemistry,4,4,4,3,4,4,4,Improvements in the resolution of the PXRD peaks would be very good for our experiments.,,,,19/03/2013
20120040,I4,12/03/2013,25/03/2013,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",3,3,3,3,4,3,3,,,,,02/04/2013
20120111,I411,12/03/2013,19/03/2013,University of Oulu,Department of Physics,4,4,4,3,3,5,5,,,,,11/04/2013
20120305,I711,12/03/2013,18/03/2013,Aarhus University,Department of Chemistry,4,5,5,4,4,4,4,,,,,26/03/2013
20120286,I411,12/04/2013,15/04/2013,University of Bremen,Institute of Applied and Physical Chemistry,4,0,0,3,4,3,5,"Computer for beamline control restarted for a windows update at ~6:00 in the morning on sunday, at the same time a beam loss occurred, coincidence?...Do more critical computers do a windows update automatically at MAX?",,,,17/04/2013
0,MX,12/04/2013,12/04/2013,SARomics Biostructures AB,,4,5,5,5,5,5,5,"Everything worked very well! Good instructions from the staff (Folmer, Roberto).",,Could have had better results - but we got a data set!,,12/04/2013
20110278,MX,12/04/2013,16/04/2013,Aarhus University,"Center for Structural Biology, Department of Molecular Biology",4,4,4,3,3,3,4,,,,,16/04/2013
0,MX,12/04/2013,12/04/2013,SARomics Biostructures AB,,5,5,4,4,4,4,5,,,,,17/04/2013
20120269,MX,12/06/2013,14/06/2013,Helmholtz Centre for Infection Research,Centre for Structural Systems Biology,5,5,5,3,4,5,5,,,I accidentally submitted the feedback under the January beamtime. Please see there.,,01/07/2013
20120248,I711,12/09/2013,16/09/2013,Aarhus University,Department of Inorganic Chemistry,2,5,3,2,5,1,5,"Especially, our local contact Fransisco Martinez did a good job. Several ""random"" problems showed up and he did a good job during the weekend solving the problems. ",,"We wasted a lot of time and personal due to lack of beam. We were only able to use 2 of the 4 days we had available on measurements. However, we are grateful to the beam line personal that we were allowed to start one evening earlier with successful measurements.  ",,17/09/2013
20130129,MX,12/09/2013,12/09/2013,Lund University,"Department of Chemistry, Biochemistry and Structural Biology",3,5,5,4,4,5,4,,,,,16/09/2013
0,I311-PEEM,12/10/2013,12/10/2013,Linnaeus University,Department of Biology and Environmental Science,4,5,5,5,5,5,5,,,,,23/10/2013
20130026,MX,12/11/2013,14/11/2013,Aarhus University,Department of Molecular Biology,4,3,4,4,2,3,4,"On 911-3 you had to press Data collection from the crystal centering computer since communication with the other computer was very slow. On 911-2, the optimise spec ran all the time and slowed the process a lot",,,,18/11/2013
20130026,MX,12/11/2013,14/11/2013,Aarhus University,"Center for Structural Biology, Department of Molecular Biology",4,4,4,3,4,4,5,"on 911-3, after mounting a new crystal, the first collected image was always a blank image
on 911-2, the optimise_spec command is running too often. In the end, it takes 10-15 minutes to collect 2 frames. I disabled it after a while.",,,,15/11/2013
20130026,MX,12/11/2013,13/11/2013,Aarhus University,Department of Molecular Biology,5,5,5,5,5,5,5,The problems we had during our experiment. 911-3: (1)It did not show the first diffraction image.(2) Around 21:00 it disconnected with the SPEC. We had to stop our experiment. ,,,,20/11/2013
20120282,I811,12/11/2013,18/11/2013,University of Copenhagen,Niels Bohr Institute,5,5,5,5,5,5,5,,,,,26/11/2013
20120324,I911-4,12/11/2013,14/11/2013,Keele University,"Research Institute for the Environment, Physical Sciences and Applied Mathematics (EPSAM)",4,5,5,5,4,4,4,,,,,25/11/2013
20130289,MX,12/12/2013,13/12/2013,The Novo Nordisk Foundation Center for Protein Research,Faculty of Health Sciences,3,4,4,4,4,4,4,,,,,06/01/2014
20130289,MX,12/12/2013,13/12/2013,The Novo Nordisk Foundation Center for Protein Research,Faculty of Health Sciences,4,4,4,4,4,4,4,,,,,21/12/2013
0,MX,12/12/2013,12/12/2013,SARomics Biostructures AB,,3,4,4,4,4,4,4,,,,,05/02/2014
20130037,I3,01/02/2014,03/02/2014,University of St Andrews,School of Physics and Astronomy,5,5,4,5,2,5,5,,,,,04/03/2014
0,I911-4,01/02/2014,02/02/2014,Lund University,MAX IV Laboratory,5,5,5,4,5,4,5,,,,,10/02/2014
20130322,I911-4,01/03/2014,02/03/2014,Lund University,Department of Experimental Medical Science,3,5,5,3,5,5,5,,," It was a feasibility test of SAXS samples. We had to fill capillaries manually. The volume of samples and buffers for this type of loading.
",,10/03/2014
20130041,I311-XPS,01/04/2014,07/04/2014,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",5,5,5,5,5,4,5,,,,,13/06/2014
20130381,I711,01/04/2014,03/04/2014,Royal Institute of Technology (KTH),Functional Materials Division,4,4,4,3,4,4,4,,,,,29/05/2014
20130357,I911-4,01/04/2014,02/04/2014,Malmö University,Faculty of Health and Society,4,4,4,4,3,4,3,,,,,10/04/2014
20140285,D1011,01/09/2014,08/09/2014,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",4,5,5,5,5,4,5,,,,,17/09/2014
20140167,I4,01/09/2014,08/09/2014,Princeton University,Department of Physics,5,5,5,5,5,5,5,,,,,16/09/2014
20140294,I411,01/09/2014,08/09/2014,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",5,5,5,5,5,5,5,,,,,24/09/2014
20140294,I411,01/09/2014,07/09/2014,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",3,4,4,3,3,4,5,,,,,15/09/2014
20140106,I311-PEEM,01/10/2014,05/10/2014,Norwegian University of Science and Technology,Department of Physics,4,5,5,4,4,5,5,,,,,12/10/2014
20140358,I711,01/10/2014,06/10/2014,Aarhus University,Interdisciplinary Nanoscience Center (iNANO),4,4,4,3,5,3,4,,,,,13/10/2014
20130032,MX,01/10/2014,03/10/2014,Adam Mickiewicz University,Center for Biocrystallographic Research,4,5,5,3,3,4,3,,,,,09/10/2014
20130032,MX,01/10/2014,03/10/2014,Polish Academy of Sciences,Institute of Bioorganic Chemistry,4,5,5,3,5,5,5,,,,,13/10/2014
20140017,D1011,01/12/2014,06/12/2014,Universität Heidelberg,Angewandte Physikalische Chemie,4,5,5,3,5,4,5,"The difference between the determined-by-user photon energy and the real photon energy changes wildly (up to 0.5-0.6 eV) during the measurements.

There were problems with the cutoff measurements.",,,,15/12/2014
20140312,I3,01/12/2014,08/12/2014,Polish Academy of Science,Institute of Physics,4,5,5,5,5,5,5,,,,,12/04/2016
20140146,I311-XPS,01/12/2014,15/12/2014,Technische Universität Wien,Institute of Applied Physics,5,4,5,4,4,4,5,,,,,07/01/2015
20130012,MX,02/04/2014,03/04/2014,University of Copenhagen,Department of Drug Design and Pharmacology,5,5,5,5,5,5,5,,,,,03/04/2014
20130205,I3,02/06/2014,09/06/2014,University of Tartu,Institute of Physics,4,5,5,5,4,4,5,"This is combined feedback for 3 weeks.

After figuring out how to stabilize the spot position using the M4 mirror, the experiments ran much better.

Towards the end of the beamtime there were some problems with the storage ring.
",,"We managed to get most results we planned to achieve, however normalization of results to incoming photon energy remains difficult.",Ability to combine questionnaire for several connected beamtimes. I got 3 invitations for feedback for one block of measurements.  ,01/07/2014
20130206,D1011,02/06/2014,10/06/2014,Royal Institute of Technology (KTH),Department of Material Physics,4,4,5,4,4,4,4,,,,,19/06/2014
20130205,I3,02/06/2014,08/06/2014,University of Tartu,Institute of Physics,5,5,5,5,5,5,5,,,,,29/08/2014
20130050,I4,02/06/2014,08/06/2014,Leibniz-Institut für innovative Mikroelektronik IHP,Materials Research,4,5,5,5,5,5,5,,,,,16/06/2014
20130143,I411,02/06/2014,08/06/2014,University of Bergen,Department of Chemistry,4,4,4,3,4,5,4,,,,,16/06/2014
20130305,I911-4,02/06/2014,06/06/2014,Lund University,"Department of Construction Sciences, Solid Mechanics",5,5,0,5,5,5,5,,,,,16/06/2014
20140358,I711,02/10/2014,05/10/2014,Aarhus University,Department of Chemistry,5,5,5,5,5,5,5,,,,,13/10/2014
20140396,I311-PEEM,02/11/2014,06/11/2014,Royal Institute of Technology (KTH),Fibre and Polymer Technology,3,4,5,3,3,3,4,,,,improvement on the energy resolution and calibration of local NXAFS and XPS. ,02/12/2014
20140090,I711,02/12/2014,08/12/2014,Aarhus University,Department of Chemistry,4,4,4,3,3,3,5,A couple of beamdumps and some instability,,,,15/12/2014
20140240,I411,02/12/2014,08/12/2014,Uppsala University,Department of Chemistry - Ångström Laboratory,2,4,5,3,4,4,5,Long injection during this beamline time,,"Endstation contaminated, unable to find to source",,16/12/2014
0,MX,02/12/2014,03/12/2014,SARomics Biostructures AB,,5,4,5,4,5,5,5,Problems with late startup. Either injection problems and or beamline.,,,,23/12/2014
20140240,I411,02/12/2014,08/12/2014,Uppsala University,Department of Chemistry - Ångström Laboratory,4,5,3,3,4,4,5,,,,,09/02/2015
20140090,I711,02/12/2014,05/12/2014,Norwegian University of Science and Technology-NTNU,Department of Materials Science and Engineering,5,5,5,4,5,4,5,,,,,15/12/2014
0,MX,02/12/2014,03/12/2014,SARomics Biostructures AB,,4,4,4,4,3,3,4,,,,,03/12/2014
0,MX,02/12/2014,02/12/2014,SARomics Biostructures AB,,3,3,3,3,3,3,4,,,,,04/12/2014
20130131,I3,03/02/2014,10/02/2014,University of Oulu,Department of Physics,3,5,5,4,4,3,5,,,,,18/02/2014
20130064,I411,03/02/2014,10/02/2014,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",4,4,4,3,3,4,4,,,,,21/02/2014
20130329,I811,03/02/2014,05/02/2014,Technical University of Denmark,Department of Chemistry,5,5,5,5,5,5,5,,,,,03/06/2014
20130096,I311-XPS,03/03/2014,10/03/2014,Universtiy of Turku,Department of Physics and Astronomy,5,5,5,5,5,5,5,,,,,17/03/2014
20130198,I411,03/03/2014,10/03/2014,University of Tartu,Institute of Physics,4,4,4,3,3,5,5,,,,,18/03/2014
20130357,I911-4,03/05/2014,04/05/2014,Malmö University,Faculty of Health and Society,4,4,4,4,3,4,4,,,,,25/06/2014
20140177,I911-4,03/09/2014,07/09/2014,Malmö University,Faculty of Health and Society,0,0,0,0,0,0,0,,,,,30/09/2014
20140414,MX,03/09/2014,06/09/2014,Fujian Institute of Research on the Structure of Matter,,4,5,5,4,4,4,5,,,,,20/09/2014
20140162,I4,03/11/2014,10/11/2014,"University of California, Santa Barbara",,2,5,5,4,3,3,5,"Some of the injections took especially long, including one that was over an hour.",,Our experiment was not very successful.  Unfortunately the analysis chamber was vented from the backside of the turbo pump when the vent valve solenoid was torqued.  This occurred on our second day of measurements so we hadn't acquired the results we were hoping for yet.    ,,17/11/2014
20140162,I4,03/11/2014,10/11/2014,"University of California, Santa Barbara",,4,5,5,4,4,4,4,Unplanned vent during beamtime but until then excellent!,,,,25/01/2015
20140268,D1011,03/11/2014,10/11/2014,Trinity College Dublin,School of Physics,4,5,5,5,4,4,5,,,,,27/02/2015
20140142,I3,03/11/2014,10/11/2014,Paul Scherrer Institute,,3,4,4,3,3,3,4,,,,,18/11/2014
20140090,I711,03/12/2014,06/12/2014,Aarhus University,Department of Chemistry,4,5,5,4,3,4,5,,,,,15/12/2014
20130072,MX,03/12/2014,04/12/2014,University of Copenhagen,Department of Chemistry,4,5,5,4,4,5,5,,,,,05/12/2014
20130015,MX,03/12/2014,07/12/2014,University of Thessaly,Department of Biochemistry and Biotechnology,4,4,5,4,4,4,5,,,,,15/12/2014
20130131,I3,04/02/2014,10/02/2014,University of Oulu,Department of Physics,3,4,4,2,2,3,4,,,"The success of this beamtime was largely dependent on the condition of our own equipment, not the beamline of facility itself.",,18/02/2014
20130009,D7,04/02/2014,10/02/2014,University of East Anglia,School of Chemistry,3,4,4,4,2,4,4,,,,,18/02/2014
0,I311-XPS,04/02/2014,10/02/2014,Lund University,Department of Physics,4,4,4,4,4,4,4,,,,,18/02/2014
20130329,I811,04/02/2014,05/02/2014,Technical University of Denmark,Department of Chemistry,4,5,5,4,4,5,5,,,,,20/02/2014
20130247,D1011,04/03/2014,10/03/2014,Lund University,"Department of Chemistry, Biochemistry and Structural Biology",4,3,3,4,4,4,3,,,,,18/03/2014
0,I3,04/03/2014,09/03/2014,University of St Andrews,School of Physics and Astronomy,5,5,5,5,5,5,5,,,,,16/03/2014
20130096,I311-XPS,04/03/2014,10/03/2014,Universtiy of Turku,Department of Physics and Astronomy,5,5,5,5,5,4,5,,,,,18/03/2014
20130198,I411,04/03/2014,10/03/2014,University of Tartu,Institute of Physics,5,5,5,4,4,4,4,,,,,11/03/2014
20130350,I911-4,04/05/2014,05/05/2014,Malmö University,"Faculty of Health and Society, Biomedical Science",3,5,5,3,4,4,5,We had two major technical problems and the beamline scientist did all the best to solve them.,,Much time was lost due to technical problems. The temperature control did not work properly and it was only possible to reach ca 77 C (we hoped for 90 C).,,13/05/2014
20130350,I911-4,04/05/2014,05/05/2014,Malmö University,Faculty of Health and Society,0,0,0,0,0,0,0,,,,,13/05/2014
0,MX,04/06/2014,04/06/2014,SARomics Biostructures AB,,5,5,5,4,4,5,5,,,,,09/06/2014
20140387,I411,04/11/2014,09/11/2014,University of Bergen,Department of Chemistry,4,5,5,4,4,3,4,,,,,17/11/2014
20140298,I811,04/11/2014,07/11/2014,Polish Academy of Science,Institute of Physics,4,5,4,4,4,5,5,,,,,20/11/2014
20140417,MX,04/11/2014,05/11/2014,Aarhus University,Department of Molecular Biology,4,5,5,5,5,4,5,,,,,05/11/2014
0,MX,05/02/2014,05/02/2014,SARomics Biostructures AB,,5,5,5,4,5,3,5,Late start due to ring problems. Problems with slits at beam line,,,,07/02/2014
20130064,I411,05/02/2014,09/02/2014,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",4,3,4,4,4,5,4,,,,,17/02/2014
20130369,I911-4,05/02/2014,07/02/2014,Chalmers University of Technology,"Department of Applied Physics, Condensed Matter Physics",5,5,5,5,3,5,5,,,,,17/02/2014
0,MX,05/02/2014,05/02/2014,SARomics Biostructures AB,,4,4,4,4,4,4,4,,,,,13/02/2014
20130077,MX,05/03/2014,07/03/2014,Swedish Defence Research Agency (FOI),CBRN Defence and Security,4,5,5,4,3,4,5,The technical and scientific support is excellent. The hardware is well suited for our experiments. The software and data processing capability could be improved with faster computers.  ,,,,17/03/2014
20130367,I711,05/03/2014,07/03/2014,University of Copenhagen,Department of Pharmacy,4,5,5,4,3,4,5,,,,,26/05/2014
0,I711,05/04/2014,06/04/2014,Umeå University,Department of Physics,5,5,5,5,5,5,5,"Excelllent, thanks a lot!",,,,14/04/2014
0,BL73,05/05/2014,30/06/2014,Technical University of Denmark,Department of Chemistry,5,5,5,5,5,5,5,,,,,29/09/2014
20130176,D1011,05/05/2014,12/05/2014,Trinity College Dublin,School of Physics,4,4,4,3,3,3,4,,,,,05/06/2014
0,I311-XPS,05/05/2014,11/05/2014,Royal Institute of Technology (KTH),Department of Material Physics,4,5,5,4,4,4,4,,,,,18/05/2014
20130115,I411,05/05/2014,19/05/2014,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",5,5,5,4,4,5,5,,,,,27/05/2014
20130115,I411,05/05/2014,09/05/2014,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",5,5,5,4,5,5,5,,,,,19/06/2014
20130295,I911-4,05/06/2014,11/06/2014,Brock University,Physics Department,4,4,4,4,3,2,4,"It seems that wiggler 911 quenched late at night, likely from low helium. It was unfortunate that we could not get assistance until morning. After fix, beam was high relative to beam stop, which has limited vertical motion. Took a long time to align satisfactorily.",,,,19/06/2014
20130159,MX,05/06/2014,07/06/2014,"Swedish University of Agricultural Sciences, Uppsala",Department of Molecular Biology,4,4,4,4,3,3,4,,,,,12/06/2014
20140301,I911-4,05/11/2014,06/11/2014,University of Copenhagen,Niels Bohr Institute,1,1,1,1,0,1,3,Our beam time was cancelled due to technical issues so it was obviously a disappointment.,,See above,,16/11/2014
20140086,I811,05/12/2014,08/12/2014,"Swedish University of Agricultural Sciences, Uppsala",Department of Chemistry,2,5,5,2,5,5,5,In the afternoon of December 6 the measurements were terminated due to leakage in a metal bellow. This caused that the pressure in the beam-line before the beam-stopper in the hutch became too high.,,"It was successful for 30 hours, but after that the measurements were cancelled due to hardware failure, see above.",,16/12/2014
0,Nuclear-Physics,05/12/2014,07/12/2014,ESS Scandinavia,,0,3,3,3,3,3,0,,,It was good. ,,15/12/2014
0,BL73,06/02/2014,27/02/2014,Technical University of Denmark,Department of Chemistry,5,5,5,5,5,5,5,,,,,29/09/2014
20130369,I911-4,06/02/2014,07/02/2014,Chalmers University of Technology,"Department of Applied Physics, Condensed Matter Physics",4,5,5,4,3,3,4,,,,,10/03/2014
20130369,I911-4,06/02/2014,07/02/2014,Chalmers University of Technology,"Department of Chemical and Biological Engineering, Applied Surface Chemistry",5,5,5,5,5,5,5,,,,,24/03/2014
20130159,MX,06/02/2014,07/02/2014,"Swedish University of Agricultural Sciences, Uppsala",Department of Molecular Biology,4,4,5,4,4,4,4,,,,,27/02/2014
20130334,I811,06/05/2014,09/05/2014,Umeå University,Department of Chemistry,3,5,4,3,4,4,5,Focusing mirror not in use on the beamline.,,The quality of our collected data was okay but we missed ca. 12 hours of beamtime due to problems with a cooling system on the beamline and could therefore not analyse as many samples as planned.   ,,19/05/2014
20130193,I3,06/05/2014,12/05/2014,Lund University,"Department of Astronomy and Theoretical Physics, Lund Observatory",4,5,5,3,3,5,5,,,,,19/05/2014
20130366,I911-4,06/06/2014,07/06/2014,Chalmers University of Technology,"Department of Applied Physics, Condensed Matter Physics",5,5,5,5,5,5,0,,,,,16/06/2014
20140275,I811,06/10/2014,08/10/2014,Technical University of Denmark,Department of Chemistry,4,5,5,4,4,4,4,,,,,13/10/2014
0,MX,07/02/2014,08/02/2014,Lund University,Department of Experimental Medical Science,4,4,4,4,3,4,4,,,,,10/02/2014
20130383,I711,07/03/2014,09/03/2014,Chalmers University of Technology,"Department of Chemical and Biological Engineering, Applied Surface Chemistry",5,5,5,3,5,5,5,The hardware did not really meet our hopes in terms of energy resolution to get out all details we hoped for in our powder samples. But we had been informed about this risk beforehand.,,,,19/03/2014
20130364,I811,07/03/2014,10/03/2014,Chalmers University of Technology,"Department of Chemical and Biological Engineering, Industrial Materials Recycling",4,4,5,3,4,4,4,"There where some technical difficulties (the beamstop BS2) which resulted in some problem. The technical support was however excellent, despite the weekend hours.",,,,18/03/2014
0,I3,07/04/2014,15/04/2014,University of St. Petersburg,Institute of Physics,5,5,5,5,5,5,5,,,,,23/04/2014
20130079,I411,07/04/2014,13/04/2014,University of Bergen,Department of Chemistry,4,4,4,3,4,5,4,,,,,16/06/2014
20130384,I911-4,07/05/2014,08/05/2014,"Swedish University of Agricultural Sciences, Alnarp",Department of Agrosystems ,5,5,5,5,5,5,5,,,,,30/05/2014
20130384,I911-4,07/05/2014,08/05/2014,"Swedish University of Agricultural Sciences, Alnarp",Department of Agrosystems ,4,4,4,4,4,4,4,,,,,16/05/2014
20140085,I4,07/09/2014,15/09/2014,South University of Science and Technology of China,Department of Physics,4,5,5,5,4,5,5,,,,,24/09/2014
20130012,MX,07/09/2014,08/09/2014,University of Copenhagen,Department of Drug Design and Pharmacology,3,5,5,3,3,3,3,,,,,23/09/2014
0,MX,07/11/2014,07/11/2014,SARomics Biostructures AB,,5,5,5,5,5,4,5,Late startup,,,,23/12/2014
20140367,I811,07/11/2014,10/11/2014,Chalmers University of Technology,"Department of Chemical and Biological Engineering, Applied Surface Chemistry",4,4,5,4,5,5,4,,,,,18/11/2014
